wkt,address_street,lat_geocoded,lon_geocoded,scientific_name,common_name,fruit_period,tree_id
POINT (-122.387101832452672 37.741287999999997),495 Newhall St,37.741318,-122.3870999,Ceratonia siliqua,Carob,"""summer",97686
POINT (-122.387661042857147 37.740696775761208),595 Newhall St,37.7406942,-122.3876639,Ceratonia siliqua,Carob,"""summer",97880
POINT (-122.387665027239962 37.740679200000002),595 Newhall St,37.7406942,-122.3876639,Ceratonia siliqua,Carob,"""summer",97882
POINT (-122.387665402986599 37.7406742),595 Newhall St,37.7406942,-122.3876639,Ceratonia siliqua,Carob,"""summer",97883
POINT (-122.38766577873325 37.740669199999999),595 Newhall St,37.7406942,-122.3876639,Ceratonia siliqua,Carob,"""summer",97884
POINT (-122.407745984265006 37.776968289278869),1090 Folsom St,37.777062,-122.407838,Ceratonia siliqua,Carob,"""summer",98452
POINT (-122.407760984264996 37.776971251571005),1090 Folsom St,37.777062,-122.407838,Ceratonia siliqua,Carob,"""summer",98453
POINT (-122.445331100000004 37.770232399999998),1398 Haight St,37.7702324,-122.4453311,Ceratonia siliqua,Carob,"""summer",101441
POINT (-122.4204195260765 37.806466329196518),Hyde St & Beach St,37.806523,-122.420021,Ceratonia siliqua,Carob,"""summer",102209
POINT (-122.420418762382837 37.806481329196515),2750 Hyde St,37.806523,-122.420021,Ceratonia siliqua,Carob,"""summer",102210
POINT (-122.420417998689175 37.80649632919652),Hyde St & Beach St,37.806523,-122.420021,Ceratonia siliqua,Carob,"""summer",102211
POINT (-122.402676079577148 37.720928057983855),145 Mansell St,37.720885,-122.402675,Ceratonia siliqua,Carob,"""summer",104338
POINT (-122.402661079577157 37.72092708172903),145 Mansell St,37.720885,-122.402675,Ceratonia siliqua,Carob,"""summer",104339
POINT (-122.422215203214336 37.779930177967231),600 McAllister St,37.780079,-122.422211,Ceratonia siliqua,Carob,"""summer",105646
POINT (-122.4244317 37.779552700000004),701-799 McAllister St,37.7795527,-122.4244317,Ceratonia siliqua,Carob,"""summer",105684
POINT (-122.424745200000004 37.779510989279188),775 McAllister St,37.7795112,-122.4247552,Ceratonia siliqua,Carob,"""summer",105693
POINT (-122.4247352 37.779510778558382),775 McAllister St,37.7795112,-122.4247552,Ceratonia siliqua,Carob,"""summer",105694
POINT (-122.383882200000002 37.742398547538947),110 Newhall St,37.7423985,-122.3838762,Ceratonia siliqua,Carob,"""summer",105914
POINT (-122.3838882 37.742398595077894),110 Newhall St,37.7423985,-122.3838762,Ceratonia siliqua,Carob,"""summer",105915
POINT (-122.3838942 37.742398642616848),110 Newhall St,37.7423985,-122.3838762,Ceratonia siliqua,Carob,"""summer",105916
POINT (-122.383900199999999 37.742398690155795),110 Newhall St,37.7423985,-122.3838762,Ceratonia siliqua,Carob,"""summer",105917
POINT (-122.383906199999998 37.742398737694742),110 Newhall St,37.7423985,-122.3838762,Ceratonia siliqua,Carob,"""summer",105918
POINT (-122.383879125077812 37.742412346153849),110 Newhall St,37.7423985,-122.3838762,Ceratonia siliqua,Carob,"""summer",105919
POINT (-122.383879612590789 37.742414653846154),110 Newhall St,37.7423985,-122.3838762,Ceratonia siliqua,Carob,"""summer",105920
POINT (-122.383912199999997 37.742398785233689),110 Newhall St,37.7423985,-122.3838762,Ceratonia siliqua,Carob,"""summer",105921
POINT (-122.383880587616716 37.742419269230773),110 Newhall St,37.7423985,-122.3838762,Ceratonia siliqua,Carob,"""summer",105922
POINT (-122.383918199999997 37.742398832772643),110 Newhall St,37.7423985,-122.3838762,Ceratonia siliqua,Carob,"""summer",105923
POINT (-122.38392420000001 37.74239888031159),110 Newhall St,37.7423985,-122.3838762,Ceratonia siliqua,Carob,"""summer",105924
POINT (-122.383930200000009 37.742398927850537),110 Newhall St,37.7423985,-122.3838762,Ceratonia siliqua,Carob,"""summer",105925
POINT (-122.383936200000008 37.742398975389484),110 Newhall St,37.7423985,-122.3838762,Ceratonia siliqua,Carob,"""summer",105926
POINT (-122.385648000000003 37.7426405),320 Newhall St,37.7426405,-122.385648,Ceratonia siliqua,Carob,"""summer",105930
POINT (-122.385653000000005 37.742640566026317),320 Newhall St,37.7426405,-122.385648,Ceratonia siliqua,Carob,"""summer",105931
POINT (-122.385658000000006 37.742640632052634),320 Newhall St,37.7426405,-122.385648,Ceratonia siliqua,Carob,"""summer",105932
POINT (-122.385651750000008 37.742640763216237),320 Newhall St,37.7426405,-122.385648,Ceratonia siliqua,Carob,"""summer",105933
POINT (-122.385663000000008 37.742640698078951),320 Newhall St,37.7426405,-122.385648,Ceratonia siliqua,Carob,"""summer",105934
POINT (-122.385654250000002 37.742640938693725),320 Newhall St,37.7426405,-122.385648,Ceratonia siliqua,Carob,"""summer",105935
POINT (-122.38566800000001 37.742640764105268),320 Newhall St,37.7426405,-122.385648,Ceratonia siliqua,Carob,"""summer",105936
POINT (-122.385672999999997 37.742640830131585),320 Newhall St,37.7426405,-122.385648,Ceratonia siliqua,Carob,"""summer",105937
POINT (-122.385677999999999 37.742640896157909),320 Newhall St,37.7426405,-122.385648,Ceratonia siliqua,Carob,"""summer",105938
POINT (-122.3847904 37.740856200000003),400 Mendell St,37.7408562,-122.3847904,Ceratonia siliqua,Carob,"""summer",105980
POINT (-122.3847904 37.740856200000003),400 Mendell St,37.7408562,-122.3847904,Ceratonia siliqua,Carob,"""summer",105981
POINT (-122.3958322 37.791153199999997),301 Mission Street,37.7911532,-122.3958322,Ceratonia siliqua,Carob,"""summer",106127
POINT (-122.395842200000004 37.791154515685626),300-310 Mission Street,37.7911532,-122.3958322,Ceratonia siliqua,Carob,"""summer",106128
POINT (-122.395852200000007 37.791155831371249),300-310 Mission Street,37.7911532,-122.3958322,Ceratonia siliqua,Carob,"""summer",106129
POINT (-122.395862199999996 37.791157147056879),300-310 Mission Street,37.7911532,-122.3958322,Ceratonia siliqua,Carob,"""summer",106130
POINT (-122.384572110098347 37.742556717624218),220 Newhall St,37.743043,-122.384445,Ceratonia siliqua,Carob,"""summer",107484
POINT (-122.38457461009834 37.742557703657802),220 Newhall St,37.743043,-122.384445,Ceratonia siliqua,Carob,"""summer",107485
POINT (-122.384574110098342 37.742555455501225),220 Newhall St,37.743043,-122.384445,Ceratonia siliqua,Carob,"""summer",107486
POINT (-122.384577110098348 37.742558689691393),220 Newhall St,37.743043,-122.384445,Ceratonia siliqua,Carob,"""summer",107487
POINT (-122.384576110098351 37.742554193378233),220 Newhall St,37.743043,-122.384445,Ceratonia siliqua,Carob,"""summer",107488
POINT (-122.384579610098342 37.742559675724976),220 Newhall St,37.743043,-122.384445,Ceratonia siliqua,Carob,"""summer",107489
POINT (-122.38458211009835 37.742560661758567),220 Newhall St,37.743043,-122.384445,Ceratonia siliqua,Carob,"""summer",107490
POINT (-122.384584610098344 37.742561647792151),220 Newhall St,37.743043,-122.384445,Ceratonia siliqua,Carob,"""summer",107491
POINT (-122.384589610098345 37.742563619859325),220-290 Newhall Street,37.743043,-122.384445,Ceratonia siliqua,Carob,"""summer",107493
POINT (-122.384572110098347 37.742556717624218),220 Newhall St,37.743043,-122.384445,Ceratonia siliqua,Carob,"""summer",107494
POINT (-122.386514000000005 37.7419668),375 Newhall Street,37.7419668,-122.386514,Ceratonia siliqua,Carob,"""summer",107495
POINT (-122.38651025 37.741966762860194),305 Newhall St,37.7419668,-122.386514,Ceratonia siliqua,Carob,"""summer",107496
POINT (-122.38648775 37.741966540021373),305 Newhall St,37.7419668,-122.386514,Ceratonia siliqua,Carob,"""summer",107502
POINT (-122.38648400000001 37.741966502881574),305 Newhall St,37.7419668,-122.386514,Ceratonia siliqua,Carob,"""summer",107503
POINT (-122.38553351228984 37.742545508843619),325 Newhall St,37.742362,-122.385332,Ceratonia siliqua,Carob,"""summer",107504
POINT (-122.3855301789565 37.742545479498588),325 Newhall St,37.742362,-122.385332,Ceratonia siliqua,Carob,"""summer",107505
POINT (-122.385526845623176 37.742545450153557),325 Newhall St,37.742362,-122.385332,Ceratonia siliqua,Carob,"""summer",107506
POINT (-122.385523512289836 37.742545420808533),325 Newhall St,37.742362,-122.385332,Ceratonia siliqua,Carob,"""summer",107507
POINT (-122.385529512289835 37.742548033089605),325 Newhall St,37.742362,-122.385332,Ceratonia siliqua,Carob,"""summer",107508
POINT (-122.385520178956511 37.742545391463501),325 Newhall St,37.742362,-122.385332,Ceratonia siliqua,Carob,"""summer",107509
POINT (-122.385516845623172 37.74254536211847),325 Newhall St,37.742362,-122.385332,Ceratonia siliqua,Carob,"""summer",107510
POINT (-122.385513512289833 37.742545332773439),325 Newhall St,37.742362,-122.385332,Ceratonia siliqua,Carob,"""summer",107511
POINT (-122.385510178956508 37.742545303428408),325 Newhall St,37.742362,-122.385332,Ceratonia siliqua,Carob,"""summer",107512
POINT (-122.385506845623169 37.742545274083376),325 Newhall St,37.742362,-122.385332,Ceratonia siliqua,Carob,"""summer",107513
POINT (-122.385798373614008 37.742656690282594),330 Newhall St,37.742893,-122.386682,Ceratonia siliqua,Carob,"""summer",107515
POINT (-122.385804373614008 37.742656737821541),330 Newhall St,37.742893,-122.386682,Ceratonia siliqua,Carob,"""summer",107516
POINT (-122.385810373614007 37.742656785360488),330 Newhall St,37.742893,-122.386682,Ceratonia siliqua,Carob,"""summer",107517
POINT (-122.385816373614006 37.742656832899442),330 Newhall St,37.742893,-122.386682,Ceratonia siliqua,Carob,"""summer",107518
POINT (-122.385822373614005 37.742656880438389),330 Newhall St,37.742893,-122.386682,Ceratonia siliqua,Carob,"""summer",107519
POINT (-122.385828373614004 37.742656927977336),330 Newhall St,37.742893,-122.386682,Ceratonia siliqua,Carob,"""summer",107520
POINT (-122.385834373614003 37.742656975516283),330 Newhall St,37.742893,-122.386682,Ceratonia siliqua,Carob,"""summer",107521
POINT (-122.385840373614002 37.742657023055237),330 Newhall St,37.742893,-122.386682,Ceratonia siliqua,Carob,"""summer",107522
POINT (-122.385852373614014 37.742657118133131),330 Newhall St,37.742893,-122.386682,Ceratonia siliqua,Carob,"""summer",107524
POINT (-122.385858373614013 37.742657165672078),330 Newhall St,37.742893,-122.386682,Ceratonia siliqua,Carob,"""summer",107525
POINT (-122.385979468566504 37.742441949378751),375 Newhall St,37.742025,-122.385684,Ceratonia siliqua,Carob,"""summer",107526
POINT (-122.385967468566506 37.742441759222956),375 Newhall St,37.742025,-122.385684,Ceratonia siliqua,Carob,"""summer",107528
POINT (-122.385961468566506 37.742441664145062),375 Newhall St,37.742025,-122.385684,Ceratonia siliqua,Carob,"""summer",107529
POINT (-122.385955468566507 37.742441569067161),375 Newhall St,37.742025,-122.385684,Ceratonia siliqua,Carob,"""summer",107530
POINT (-122.385949468566508 37.742441473989267),375 Newhall St,37.742025,-122.385684,Ceratonia siliqua,Carob,"""summer",107532
POINT (-122.386619499999995 37.741901268938506),400 Newhall St,37.7419019,-122.3866185,Ceratonia siliqua,Carob,"""summer",107546
POINT (-122.386618499999997 37.741901900000002),400 Newhall St,37.7419019,-122.3866185,Ceratonia siliqua,Carob,"""summer",107547
POINT (-122.386618499999997 37.741901900000002),400 Newhall St,37.7419019,-122.3866185,Ceratonia siliqua,Carob,"""summer",107549
POINT (-122.386618499999997 37.741901900000002),400 Newhall St,37.7419019,-122.3866185,Ceratonia siliqua,Carob,"""summer",107551
POINT (-122.386618499999997 37.741901900000002),400 Newhall St,37.7419019,-122.3866185,Ceratonia siliqua,Carob,"""summer",107552
POINT (-122.386618499999997 37.741901900000002),400 Newhall St,37.7419019,-122.3866185,Ceratonia siliqua,Carob,"""summer",107553
POINT (-122.386618499999997 37.741901900000002),400 Newhall St,37.7419019,-122.3866185,Ceratonia siliqua,Carob,"""summer",107554
POINT (-122.387166999999991 37.741297627932823),500 Newhall St,37.7412996,-122.3871645,Ceratonia siliqua,Carob,"""summer",107557
POINT (-122.387163748506694 37.7413096),500 Newhall St,37.7412996,-122.3871645,Ceratonia siliqua,Carob,"""summer",107558
POINT (-122.387163372760043 37.741314599999995),500 Newhall St,37.7412996,-122.3871645,Ceratonia siliqua,Carob,"""summer",107559
POINT (-122.387162621266754 37.741324599999999),500 Newhall St,37.7412996,-122.3871645,Ceratonia siliqua,Carob,"""summer",107561
POINT (-122.433391541893229 37.767077899999997),116-126 Noe Street,37.7670629,-122.4333919,Ceratonia siliqua,Carob,"""summer",107622
POINT (-122.433391183786441 37.767092900000002),124 Noe St,37.7670629,-122.4333919,Ceratonia siliqua,Carob,"""summer",107624
POINT (-122.43347193104448 37.766877801461654),136 Noe St,37.766865,-122.433661,Ceratonia siliqua,Carob,"""summer",107628
POINT (-122.433439853727648 37.766538225370034),152 Noe Street,37.766525,-122.433629,Ceratonia siliqua,Carob,"""summer",107639
POINT (-122.433432905841514 37.766468220393563),158 Noe St,37.766455,-122.433622,Ceratonia siliqua,Carob,"""summer",107643
POINT (-122.433189024536659 37.766413338647304),163 Noe Street,37.766425,-122.433019,Ceratonia siliqua,Carob,"""summer",107646
POINT (-122.433326800000003 37.766367899999999),168 Noe St,37.7663679,-122.4333268,Ceratonia siliqua,Carob,"""summer",107649
POINT (-122.433312799999996 37.766232899999999),180 Noe St,37.7662329,-122.4333128,Ceratonia siliqua,Carob,"""summer",107652
POINT (-122.433405917592651 37.766186219271418),2208 Noe Street,37.766173,-122.433595,Ceratonia siliqua,Carob,"""summer",107654
POINT (-122.433396953052991 37.766094215885239),190 Noe St,37.766081,-122.433586,Ceratonia siliqua,Carob,"""summer",107655
POINT (-122.392199000000005 37.734406999999997),1657 Palou Ave,37.734407,-122.392199,Ceratonia siliqua,Carob,"""summer",108392
POINT (-122.392293820800163 37.73487727458317),1674 Palou Ave,37.735008,-122.392188,Ceratonia siliqua,Carob,"""summer",108393
POINT (-122.393318429704323 37.73545739398245),1728 Palou Avenue,37.735589,-122.393213,Ceratonia siliqua,Carob,"""summer",108403
POINT (-122.393610549752339 37.735398225617452),1739 Palou Avenue,37.735267,-122.393716,Ceratonia siliqua,Carob,"""summer",108404
POINT (-122.393529463888157 37.735577333635177),1740 Palou Ave,37.735709,-122.393424,Ceratonia siliqua,Carob,"""summer",108405
POINT (-122.394243997495991 37.735756754088435),1775 Palou Ave,37.735626,-122.394349,Ceratonia siliqua,Carob,"""summer",108408
POINT (-122.395102699999995 37.736366202095105),1818-1830 Palou Ave,37.7363659,-122.3950867,Ceratonia siliqua,Carob,"""summer",108418
POINT (-122.395100817647048 37.736366395331636),1820 Palou Ave,37.7363659,-122.3950867,Ceratonia siliqua,Carob,"""summer",108419
POINT (-122.395713892766665 37.736815011020035),1836 Palou Ave,37.736938,-122.395616,Ceratonia siliqua,Carob,"""summer",108422
POINT (-122.395888341177667 37.736913538308784),1844 Palou Ave,37.737037,-122.39579,Ceratonia siliqua,Carob,"""summer",108425
POINT (-122.395967960817345 37.736733654932436),1869 Palou Ave,37.736602,-122.396073,Ceratonia siliqua,Carob,"""summer",108431
POINT (-122.396518 37.737138799999997),1899 Palou Ave,37.7371388,-122.396518,Ceratonia siliqua,Carob,"""summer",108437
POINT (-122.396560930558508 37.737294775132945),1900 Palou Ave,37.737426,-122.396455,Ceratonia siliqua,Carob,"""summer",108438
POINT (-122.39717711986566 37.737419195709897),1919 Palou Ave,37.737308,-122.397259,Ceratonia siliqua,Carob,"""summer",108442
POINT (-122.397407844452644 37.737774510027315),1950 Palou Avenue,37.737906,-122.397302,Ceratonia siliqua,Carob,"""summer",108449
POINT (-122.397689215058662 37.73793442443543),1966 Palou Ave,37.738065,-122.397583,Ceratonia siliqua,Carob,"""summer",108451
POINT (-122.398333336620837 37.738074487990566),1999 Palou Avenue,37.737943,-122.398439,Ceratonia siliqua,Carob,"""summer",108463
POINT (-122.399249251848005 37.738598489280285),2043 Palou Avenue,37.738468,-122.399355,Ceratonia siliqua,Carob,"""summer",108469
POINT (-122.428794154614494 37.790417364121716),295 Sacramento Street,37.790303,-122.428773,Ceratonia siliqua,Carob,"""summer",109856
POINT (-122.429543233858496 37.790322964073376),2205 Sacramento Street,37.790134,-122.429508,Ceratonia siliqua,Carob,"""summer",109862
POINT (-122.429815765257828 37.790448012254231),2212 Sacramento St,37.7906369,-122.429851,Ceratonia siliqua,Carob,"""summer",109864
POINT (-122.429815765257828 37.790448012254231),2220 Sacramento St,37.7906369,-122.429851,Ceratonia siliqua,Carob,"""summer",109865
POINT (-122.430039902572162 37.790419704910285),2220 Sacramento St,37.790448,-122.429987,Ceratonia siliqua,Carob,"""summer",109866
POINT (-122.430039902572162 37.790419704910285),2220 Sacramento St,37.790448,-122.429987,Ceratonia siliqua,Carob,"""summer",109867
POINT (-122.430525000000003 37.790354),2230 Sacramento St,37.790354,-122.430525,Ceratonia siliqua,Carob,"""summer",109869
POINT (-122.430525000000003 37.790354),2230 Sacramento St,37.790354,-122.430525,Ceratonia siliqua,Carob,"""summer",109870
POINT (-122.429778241272004 37.790293439513654),2241 Sacramento St,37.790104,-122.429743,Ceratonia siliqua,Carob,"""summer",109871
POINT (-122.436892716701834 37.789555091652936),2672 Sacramento Street,37.7897109,-122.436921,Ceratonia siliqua,Carob,"""summer",109927
POINT (-122.43677232952281 37.789410839985131),2671 Sacramento Street,37.789304,-122.436753,Ceratonia siliqua,Carob,"""summer",109928
POINT (-122.439173299999993 37.789195900000003),2800-2814 Sacramento Street,37.7891959,-122.4391733,Ceratonia siliqua,Carob,"""summer",110292
POINT (-122.4407597 37.763480399999999),100 STAIRWAY16,37.7634804,-122.4407597,Ceratonia siliqua,Carob,"""summer",110767
POINT (-122.441291399999997 37.763509999999997),100 STAIRWAY41,37.76351,-122.4412914,Ceratonia siliqua,Carob,"""summer",110972
POINT (-122.4334877 37.774613794125607),910-998 Fell St,37.7746133,-122.4334577,Ceratonia siliqua,Carob,"""summer",111130
POINT (-122.495069582466712 37.749639009090913),2002 Sunset Blvd,37.7496281,-122.4950696,Ceratonia siliqua,Carob,"""summer",111970
